"datacamp_id","academic_year","location","intern_status","intern_work_site","work_site_zip","organization","industry","total_hours_worked","dob","mailing_zip","median_household_income","labor_force_participation","unemployment_rate","ssi","cash_assistance","snap","all_families_below_poverty","educational_attainment_ba","female_headed_households","race","gender","high_school","title_i_school","frl","graduation_rate_of_hs","college_enrollment_of_hs","hs_zip_code","nsc_data_available","first_year_college_enrollment","first_year_college_type","first_year_college_state","student_quote"
"UADC9","2014 - 2015","DC - DOES","Active","Playworks DC 2014-2015","20003","Playworks","Non-profit",72,"1997-08-15","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC1357","2014 - 2015","DC - Year Round High School Program","Active","Young Women's Project 2014-2015","20009","Young Women's Project","Non-profit",203,"1997-02-14","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Coolidge Senior High School",1,0.995381,0.51,NA,"20011",0,NA,NA,NA,""
"UADC1106","2014 - 2015","Baltimore","Active","Cordish Company BAL 2014-2015","21202","Cordish Company","Real Estate",241,"1997-09-23","21218",38261,0.591,0.074,0.085,0.059,0.234,0.163,0.317,0.095,"Black","M","W.E.B. DuBois High School",0,0.816,0.5862,0.396,"21214",0,NA,NA,NA,""
"UADC1091","2014 - 2015","Chicago","Active","Choose Chicago East Cermak CHI 2014-2015","60616","Choose Chicago","Non-profit",202,"1997-01-21","60609",33630,0.628,0.138,0.087,0.133,0.341,0.265,0.105,0.124,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",0,NA,NA,NA,""
"UADC1140","2014 - 2015","DC - Year Round High School Program","Active","Forest City Washington DC 2014-2015","20003","Forest City Washington","Real Estate",282,"1997-07-18","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","IDEA Public Charter School",0,0.59799,0.42,NA,"20019",0,NA,NA,NA,""
"UADC1108","2014 - 2015","DC - Year Round High School Program","Active","Corporate Executive Board Meetings Department 2014-2015","22209","Corporate Executive Board","Legal & Professional Services",176,"1997-03-21","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC1221","2014 - 2015","DC - Year Round High School Program","Active","New Leaders New Schools (1) DC 2014-2015","21211","New Leaders","Education",188,"1997-01-17","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Friendship Public Charter School- Tech Prep Academy",0,0.997537,0.93,NA,"20032",0,NA,NA,NA,""
"UADC1320","2014 - 2015","Baltimore","Active","The Mayor's Office BAL 2014-2015","21202","The Mayor's Office - Baltimore City","Government",204,"1996-08-29","21227",55168,0.683,0.068,0.043,0.033,0.118,0.103,0.19,0.071,"Black","M","Northwestern High School",0,0.777,0.6049,0.346,"21215",0,NA,NA,NA,""
"UADC10","2014 - 2015","DC - DOES","Active","",NA,"","",NA,"1997-10-04","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC11","2014 - 2015","DC - DOES","Active","Corporation for National and Community Service- Accounting Dept 2014-2015","20005","Corporation for National and Community Service","Non-profit",165,"1997-06-30","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC1072","2014 - 2015","DC - Year Round High School Program","Active","Capital Women?s Care DC 2014-2015","20037","Capital Women?s Care","Healthcare",179,"1997-11-21","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Black","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",0,NA,NA,NA,""
"UADC1123","2014 - 2015","Chicago","Active","Edelman CHI 2014-2015","60601","Edelman","Legal & Professional Services",156,"1997-04-29","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","F","Muchin College Prep",0,0.849,0.93,NA,"60602",0,NA,NA,NA,""
"UADC1121","2014 - 2015","Chicago","Active","Dress for Success Worldwide CHI 2014-2015","60654","Dress for Success Worldwide","Non-profit",186,"1996-11-28","60616",44258,0.668,0.088,0.055,0.038,0.148,0.196,0.374,0.061,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",0,NA,NA,NA,""
"UADC12","2014 - 2015","DC - DOES","Active","",NA,"","",21,"1996-06-07","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","M","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC13","2014 - 2015","DC - DOES","Active","Resources for Inner City Children (RICH) DC 2014-2015","20003","Resources for Inner City Children (RICH)","Education",15,"1997-05-02","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC1033","2014 - 2015","Chicago","Active","AT&T CHI 2014-2015","60606","AT&T","Utilities",200,"1997-03-01","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",0,NA,NA,NA,""
"UADC1307","2014 - 2015","Chicago","Terminated Student","Skadden CHI 2014-2015","60606","Skadden, Arps, Slate, Meagher & Flom","Legal & Professional Services",152,"1996-11-30","60620",31753,0.555,0.148,0.112,0.057,0.33,0.252,0.143,0.189,"Black","M","Muchin College Prep",0,0.849,0.93,NA,"60602",0,NA,NA,NA,""
"UADC1324","2014 - 2015","Baltimore - YAIP","Active","Total Health Care BAL YAIP 2014-2015","21217","Total Health Care","Healthcare",65,"1995-07-21","21239",51331,0.639,0.08,0.078,0.056,0.17,0.136,0.266,0.117,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC1032","2014 - 2015","DC - Year Round High School Program","Active","Aspen Institute DC 2014-2015","20036","Aspen Institute","Non-profit",160,"1997-05-16","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC1132","2014 - 2015","Baltimore - YAIP","Alumni","ECSM BAL YAIP 2014-2015","21213","Episcopal Community Services of Maryland","Non-profit",314,"1995-04-27","21206",48428,0.706,0.079,0.052,0.04,0.169,0.139,0.171,0.127,"Multiracial","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC1040","2014 - 2015","Baltimore","Active","Bank of America BAL Johns Hopkins 2014-2015","20005","Bank of America","Financial Services",230,"1996-08-12","21205",25522,0.545,0.135,0.221,0.096,0.397,0.302,0.063,0.218,"Black","F","Heritage",0,0.858,0.5667,0.387,"21213",0,NA,NA,NA,""
"UADC1160","2014 - 2015","Chicago","Active","Hyatt 71 South Wacker CHI 2014-2015","60606","Hyatt","Hospitality",199,"1997-01-28","60607",80261,0.74,0.061,0.019,0.008,0.052,0.124,0.743,0.045,"Black","F","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",0,NA,NA,NA,""
"UADC1241","2014 - 2015","NCR","Terminated Student","Northern Virginia Area Health Education Center NCR 2014-2015","22305","Northern Virginia Area Health Education Center","Legal & Professional Services",104,"1997-08-17","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Multiracial","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC1248","2014 - 2015","DC - Year Round High School Program","Active","Office of Personnel Management - Congressional, Legislative, & Intergovernmental Affairs 2014-2015","20240","Office of Personnel Management","Government",160,"1997-08-05","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Perry Street Prep",0,0.633129,0.68,NA,"20018",0,NA,NA,NA,""
"UADC1252","2014 - 2015","DC - Year Round High School Program","Terminated Student","Office of Personnel Management - Retirement Services 2014-2015","20240","Office of Personnel Management","Government",99,"1996-11-19","20009",88684,0.848,0.049,0.023,0.028,0.052,0.067,0.755,0.028,"Black","F","Woodson Senior High School",1,1,0.6,NA,"20019",0,NA,NA,NA,""
"UADC14","2014 - 2015","DC - DOES","Active","Metro TeenAIDS DC 2014-2015","20003","Metro TeenAIDS","Non-profit",178,"1996-09-01","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Not Reported","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC1137","2014 - 2015","NCR","Active","Evolent Health NCR 2014-2015","22203","Evolent Health","Healthcare",180,"1997-02-27","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC1075","2014 - 2015","Baltimore - YAIP","Terminated Student","Catholic Charities BAL YAIP 2014-2015","21202","Catholic Charities","Non-profit",65,"1995-12-02","21216",31988,0.565,0.107,0.118,0.082,0.226,0.203,0.125,0.085,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC15","2014 - 2015","DC - DOES","Active","Washington Nationals Baseball Club DC 2014-2015","20019","Washington Nationals Baseball Club","Media & Entertainment",25,"1997-10-01","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","M","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC1143","2014 - 2015","Chicago","Terminated Student","Greater Chicago Food Depository CHI 2014-2015","60632","Greater Chicago Food Depository","Non-profit",15,"1996-10-20","60610",72363,0.735,0.047,0.054,0.023,0.098,0.134,0.71,0.038,"Black","F","Wells Community Academy High School",1,0.94,0.71,0.49,"60622",0,NA,NA,NA,""
"UADC16","2014 - 2015","DC - DOES","Active","",NA,"","",40,"1996-12-27","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC1159","2014 - 2015","Chicago","Active","Hyatt 71 South Wacker CHI 2014-2015","60606","Hyatt","Hospitality",162,"1997-05-25","60419",48012,0.689,0.156,0.054,0.06,0.251,0.186,0.19,0.146,"Black","M","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",0,NA,NA,NA,""
"UADC1104","2014 - 2015","Baltimore","Active","Congressman Cummings' Office BAL 2014-2015","21201","Congressman Cummings' Office","Government",144,"1996-11-30","21214",61014,0.703,0.071,0.052,0.027,0.112,0.069,0.33,0.098,"Black","F","National Academy Foundation",1,0.843,0.7684,0.596,"21205",0,NA,NA,NA,""
"UADC1166","2014 - 2015","Baltimore","Active","Johns Hopkins University School of Nursing BAL 2014-2015","21205","Johns Hopkins University - School of Public Health and School of Nursing","Education",313,"1997-07-17","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","M","Frederick Douglass High School",1,0.93,0.5742,0.259,"20772",0,NA,NA,NA,""
"UADC1095","2014 - 2015","DC - Year Round High School Program","Active","Clark Construction Group, LLC Finance Department 2014-2015","20814","Clark Construction Group, LLC","Real Estate",217,"1997-12-04","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","M","Wilson Senior High School",0,0.295401,0.76,NA,"20016",0,NA,NA,NA,""
"UADC1239","2014 - 2015","Chicago","Active","Northern Trust 801 S Canal CHI 2014-2015","60603","Northern Trust","Financial Services",NA,"1997-03-26","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",0,NA,NA,NA,""
"UADC1161","2014 - 2015","Chicago","Active","Jenner & Block LLP CHI 2014-2015","60654","Jenner & Block LLP","Legal & Professional Services",235,"1997-07-01","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Black","M","Muchin College Prep",0,0.849,0.93,NA,"60602",0,NA,NA,NA,""
"UADC1109","2014 - 2015","DC - Year Round High School Program","Active","Corporate Executive Board IT Department DC 2014-2015","22209","Corporate Executive Board","Legal & Professional Services",212,"1997-06-15","20009",88684,0.848,0.049,0.023,0.028,0.052,0.067,0.755,0.028,"Hispanic/Latino","M","Wilson Senior High School",0,0.295401,0.76,NA,"20016",0,NA,NA,NA,""
"UADC1156","2014 - 2015","Chicago","Active","Huron Consulting Group CHI 2014-2015","60607","Huron Consulting","Legal & Professional Services",219,"1996-11-19","60652",65330,0.665,0.083,0.04,0.026,0.124,0.102,0.203,0.106,"Hispanic/Latino","F","Hubbard High School",0,0.979,0.92,0.6,"60629",0,NA,NA,NA,""
"UADC1226","2014 - 2015","Chicago","Active","Northern Trust 181 W Madison CHI 2014-2015","60603","Northern Trust","Financial Services",310,"1997-09-15","60608",35336,0.609,0.1,0.057,0.076,0.233,0.246,0.19,0.09,"White","F","Muchin College Prep",0,0.849,0.93,NA,"60602",0,NA,NA,NA,""
"UADC17","2014 - 2015","DC - DOES","Active","Street Law DC 2014-2015","20910","Street Law","Legal & Professional Services",198,"1997-09-24","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",0,NA,NA,NA,""
"UADC1243","2014 - 2015","Chicago","Active","Northwestern Memorial Healthcare CHI 2014-2015","60611","Northwestern Memorial Healthcare","Healthcare",197,"1997-02-22","60616",44258,0.668,0.088,0.055,0.038,0.148,0.196,0.374,0.061,"Asian","M","Wells Community Academy High School",1,0.94,0.71,0.49,"60622",0,NA,NA,NA,""
"UADC1085","2014 - 2015","Chicago","Active","Chicago Transit Authority CHI 2014-2015","60661","Chicago Transit Authority","Government",159,"1997-08-08","60616",44258,0.668,0.088,0.055,0.038,0.148,0.196,0.374,0.061,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",0,NA,NA,NA,""
"UADC1098","2014 - 2015","Chicago","Active","ComEd CHI 2014-2015","60603","ComEd","Utilities",140,"1997-01-03","60612",35318,0.617,0.097,0.115,0.065,0.295,0.271,0.318,0.141,"Black","F","Marshall Metro High School",1,0.837,0.75,0.46,"60624",0,NA,NA,NA,""
"UADC1178","2014 - 2015","Chicago","Active","Kirkland Ellis CHI 2014-2015","60654","Kirkland Ellis","Legal & Professional Services",227,"1996-11-24","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",0,NA,NA,NA,""
"UADC1318","2014 - 2015","DC - Year Round High School Program","Active","The Glover Park Group DC 2014-2015","20004","The Glover Park Group","Legal & Professional Services",131,"1997-03-24","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC1218","2014 - 2015","DC - Year Round High School Program","Active","Natural Resources Defense Council (2) DC 2014-2015","20005","Natural Resources Defense Council","Non-profit",68,"1997-04-18","20009",88684,0.848,0.049,0.023,0.028,0.052,0.067,0.755,0.028,"Hispanic/Latino","F","Columbia Heights Educational Campus (CHEC/Bell)",0,0.794629,0.84,NA,"20010",0,NA,NA,NA,""
"UADC1230","2014 - 2015","Chicago","Active","Northern Trust 50 S LaSalle CHI 2014-2015","60603","Northern Trust","Financial Services",263,"1997-06-08","60623",28949,0.579,0.108,0.094,0.103,0.394,0.367,0.07,0.176,"Hispanic/Latino","F","Muchin College Prep",0,0.849,0.93,NA,"60602",0,NA,NA,NA,""
"UADC1073","2014 - 2015","Chicago","Active","Capri Capital Partners LLC CHI 2014-2015","60611","Capri Capital Partners LLC","Real Estate",215,"1997-08-31","60609",33630,0.628,0.138,0.087,0.133,0.341,0.265,0.105,0.124,"Hispanic/Latino","F","Thomas Kelly High School",0,0.943,0.86,0.59,"60632",0,NA,NA,NA,""
"UADC1232","2014 - 2015","Chicago","Active","Northern Trust 801 S Canal CHI 2014-2015","60603","Northern Trust","Financial Services",275,"1997-05-25","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",0,NA,NA,NA,""
"UADC1208","2014 - 2015","Chicago","Terminated Student","Mesirow Financial CHI 2014-2015","60654","Mesirow Financial","Financial Services",105,"1997-08-11","60634",55767,0.68,0.081,0.036,0.016,0.09,0.088,0.201,0.053,"Hispanic/Latino","F","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",0,NA,NA,NA,""
"UADC1261","2014 - 2015","DC - Year Round High School Program","Active","Office of the General Counsel DC 2014-2015","20004","Office of the General Counsel, Council of the District of Columbia_","Government",173,"1997-10-10","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Eastern Senior High School",1,0.997446,NA,NA,"20003",0,NA,NA,NA,""
"UADC1163","2014 - 2015","Baltimore","Active","Johns Hopkins Hospital Bayview BAL 2014-2015","21224","Johns Hopkins Hospital Bayview Medical Center","Healthcare",247,"1997-03-14","21229",45055,0.668,0.096,0.068,0.044,0.193,0.138,0.165,0.127,"Black","M","Patterson High School",0,0.851,0.6683,0.45,"21224",0,NA,NA,NA,""
"UADC1044","2014 - 2015","Baltimore","Active","Bank of America BAL Highlandtown 2014-2015","20005","Bank of America","Financial Services",82,"1996-04-26","21223",25565,0.556,0.132,0.188,0.124,0.371,0.354,0.104,0.15,"Black","F","Augusta Fells Savage Institute of Visual Arts High School",1,0.917,0.619,0.232,"21217",0,NA,NA,NA,""
"UADC1052","2014 - 2015","DC - Year Round High School Program","Active","Bank of America Dupont Circle DC 2014-2015","20036","Bank of America","Financial Services",174,"1995-03-17","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","M","Coolidge Senior High School",1,0.995381,0.51,NA,"20011",0,NA,NA,NA,""
"UADC1013","2014 - 2015","NCR","Active","Alexandria Renew NCR 2014-2015","22314","Alexandria Renew","Utilities",206,"1997-01-28","22312",76845,0.757,0.037,0.013,0.016,0.056,0.091,0.435,0.044,"Hispanic/Latino","M","TC Williams",0,0.63,0.843,NA,"22302",0,NA,NA,NA,""
"UADC1065","2014 - 2015","Baltimore - YAIP","Active","Bon Secours BAL YAIP 2014-2015","21223","Bon Secours","Healthcare",111,"1995-03-05","21212",61912,0.69,0.06,0.054,0.046,0.129,0.08,0.532,0.097,"Black","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC1288","2014 - 2015","NCR","Active","Promontory Interfinancial Network NCR 2014-2015","22201","Promontory Interfinancial Network","Legal & Professional Services",138,"1997-02-19","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC1283","2014 - 2015","NCR","Active","Patent and Trade Office NCR 2014-2015","22314","Patent and Trade Office","Government",183,"1997-05-15","22311",66319,0.783,0.04,0.008,0.008,0.062,0.088,0.462,0.065,"Black","F","TC Williams",0,0.63,0.843,NA,"22302",0,NA,NA,NA,""
"UADC18","2014 - 2015","NCR","Active","National Capitol Contracting NCR 2014-2015","22203","National Capitol Contracting","Legal & Professional Services",126,"1997-04-13","22206",98985,0.837,0.037,0.032,0.006,0.039,0.062,0.729,0.022,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC1253","2014 - 2015","DC - Year Round High School Program","Active","Office of Personnel Management- Communication 2014-2015","20240","Office of Personnel Management","Government",115,"1997-02-11","20785",60324,0.709,0.075,0.042,0.025,0.153,0.098,0.226,0.165,"Multiracial","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC1349","2014 - 2015","NCR","Terminated Student","Washington Speakers Bureau NCR 2014-2015","22314","Washington Speakers Bureau","Non-profit",87,"1997-06-22","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",0,NA,NA,NA,""
"UADC1268","2014 - 2015","NCR","Active","Patent and Trade Office NCR 2014-2015","22314","Patent and Trade Office","Government",109,"1998-04-07","22312",76845,0.757,0.037,0.013,0.016,0.056,0.091,0.435,0.044,"White","F","TC Williams Satellite Campus",0,NA,NA,NA,"22314",0,NA,NA,NA,""
